rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
36855,ingrown,j,209,0.21,0.06,0.00,0.00,0.80,21,31,25,8,30,73,17,4,0.17,0.24,0.20,0.06,0.25,0.58,0.14,0.03
36865,leaning,j,209,0.21,0.00,0.00,0.00,0.87,46,23,13,13,68,28,10,8,0.37,0.18,0.10,0.10,0.57,0.22,0.08,0.07
36875,belly,v,209,0.21,0.07,0.00,0.00,0.87,19,19,15,6,88,32,28,2,0.15,0.15,0.12,0.05,0.74,0.25,0.23,0.02
36885,magnetometer,n,208,0.21,0.00,0.00,0.00,0.82,13,25,9,61,12,49,14,25,0.10,0.19,0.07,0.48,0.10,0.39,0.11,0.21
36895,echocardiography,n,208,0.21,0.03,0.00,0.00,0.29,7,8,0,0,0,5,0,188,0.06,0.06,0.00,0.00,0.00,0.04,0.00,1.57
36905,ultralight,n,208,0.21,0.27,0.06,0.00,0.69,10,5,7,9,21,141,9,6,0.08,0.04,0.05,0.07,0.18,1.12,0.07,0.05
36915,tri-state,j,208,0.21,0.11,0.03,0.00,0.87,53,37,44,8,15,6,33,12,0.43,0.29,0.34,0.06,0.13,0.05,0.27,0.10
36925,zealotry,n,208,0.21,0.01,0.00,0.00,0.89,42,39,6,11,12,45,24,29,0.34,0.30,0.05,0.09,0.10,0.36,0.20,0.24
36935,reflexivity,n,208,0.21,0.06,0.00,0.00,0.74,17,23,1,0,0,4,0,163,0.14,0.18,0.01,0.00,0.00,0.03,0.00,1.36
36945,calcite,n,207,0.21,0.10,0.00,0.00,0.68,8,58,3,7,23,42,8,58,0.06,0.45,0.02,0.06,0.19,0.33,0.07,0.48
36955,high-stress,j,207,0.21,0.01,0.00,0.00,0.87,22,16,20,17,4,76,30,22,0.18,0.12,0.16,0.13,0.03,0.60,0.25,0.18
36965,integrin,n,207,0.21,0.22,0.00,0.00,0.09,4,18,0,1,0,49,0,135,0.03,0.14,0.00,0.01,0.00,0.39,0.00,1.13
36975,unobtainable,j,207,0.21,0.01,0.01,0.00,0.88,23,39,22,13,19,32,13,46,0.19,0.30,0.17,0.10,0.16,0.25,0.11,0.38
36985,coitus,n,207,0.21,0.02,0.00,0.00,0.70,14,16,29,3,24,20,0,101,0.11,0.12,0.23,0.02,0.20,0.16,0.00,0.84
36995,madwoman,n,207,0.21,0.22,0.00,0.00,0.82,11,6,28,4,91,16,16,35,0.09,0.05,0.22,0.03,0.77,0.13,0.13,0.29
37005,threateningly,r,206,0.21,0.00,0.00,0.00,0.81,10,27,0,4,123,23,9,10,0.08,0.21,0.00,0.03,1.04,0.18,0.07,0.08
37015,unripe,j,206,0.21,0.08,0.00,0.00,0.84,11,43,5,4,48,52,23,20,0.09,0.33,0.04,0.03,0.41,0.41,0.19,0.17
37025,hand-me-down,j,206,0.21,0.02,0.00,0.00,0.89,23,23,18,6,55,38,36,7,0.19,0.18,0.14,0.05,0.46,0.30,0.30,0.06
37035,segmental,j,206,0.21,0.08,0.00,0.00,0.51,7,20,5,0,0,8,1,165,0.06,0.16,0.04,0.00,0.00,0.06,0.01,1.38
37045,obstetric,j,206,0.21,0.08,0.00,0.00,0.79,32,43,6,8,7,30,12,68,0.26,0.33,0.05,0.06,0.06,0.24,0.10,0.57
37055,chemise,n,206,0.21,0.01,0.00,0.00,0.74,5,4,3,2,133,16,5,38,0.04,0.03,0.02,0.02,1.12,0.13,0.04,0.32
37065,disembowel,v,205,0.21,0.01,0.00,191.00,0.91,11,17,70,7,57,24,7,12,0.09,0.13,0.55,0.06,0.48,0.19,0.06,0.10
37075,public-service,j,205,0.21,0.02,0.00,0.00,0.82,7,15,7,9,5,90,52,20,0.06,0.12,0.05,0.07,0.04,0.71,0.43,0.17
37085,x-axis,n,205,0.21,0.20,0.00,0.00,0.77,35,55,2,0,1,8,2,102,0.28,0.43,0.02,0.00,0.01,0.06,0.02,0.85
37095,good-luck,j,205,0.21,0.06,0.04,0.00,0.86,1,12,72,3,49,31,34,3,0.01,0.09,0.56,0.02,0.41,0.25,0.28,0.03
37105,sagely,r,205,0.21,0.01,0.00,0.00,0.84,24,16,3,1,101,30,16,14,0.19,0.12,0.02,0.01,0.85,0.24,0.13,0.12
37115,full-text,j,205,0.21,0.06,0.00,0.00,0.73,18,62,0,1,1,15,3,105,0.14,0.48,0.00,0.01,0.01,0.12,0.02,0.88
37125,blackmailer,n,204,0.21,0.01,0.00,0.00,0.83,27,18,79,12,26,13,13,15,0.22,0.14,0.62,0.10,0.22,0.10,0.11,0.13
37135,amerindian,j,204,0.21,1.00,0.00,0.00,0.58,6,13,0,1,3,16,10,155,0.05,0.10,0.00,0.01,0.03,0.13,0.08,1.29
37145,underestimate,n,204,0.21,0.01,0.00,0.00,0.85,24,52,1,20,4,25,8,70,0.19,0.40,0.01,0.16,0.03,0.20,0.07,0.58
37155,satiny,j,204,0.21,0.00,0.00,0.00,0.83,13,1,2,3,106,40,38,1,0.10,0.01,0.02,0.02,0.90,0.32,0.31,0.01
37165,congener,n,204,0.21,0.01,0.00,0.00,0.30,4,13,1,0,1,13,1,171,0.03,0.10,0.01,0.00,0.01,0.10,0.01,1.43
37175,plateau,v,204,0.21,0.00,0.00,188.00,0.90,32,27,10,20,12,52,27,24,0.26,0.21,0.08,0.16,0.10,0.41,0.22,0.20
37185,playwriting,n,203,0.20,0.19,0.00,0.00,0.80,23,26,13,8,18,19,56,40,0.19,0.20,0.10,0.06,0.15,0.15,0.46,0.33
37195,memorability,n,203,0.20,0.02,0.00,0.00,-0.38,2,5,0,2,2,7,2,183,0.02,0.04,0.00,0.02,0.02,0.06,0.02,1.53
37205,half-court,j,203,0.20,0.00,0.00,0.00,0.83,32,23,7,11,5,37,81,7,0.26,0.18,0.05,0.09,0.04,0.29,0.67,0.06
37215,emasculate,v,203,0.20,0.00,0.00,0.00,0.89,35,26,37,23,7,26,15,34,0.28,0.20,0.29,0.18,0.06,0.21,0.12,0.28
37225,seven-month,j,203,0.20,0.00,0.00,0.00,0.85,12,27,5,36,4,36,72,11,0.10,0.21,0.04,0.29,0.03,0.29,0.59,0.09
37235,druggist,n,203,0.20,0.04,0.01,0.00,0.75,6,26,14,12,55,27,50,13,0.05,0.20,0.11,0.10,0.46,0.21,0.41,0.11
37245,bifurcated,j,202,0.20,0.05,0.00,0.00,0.59,9,10,8,20,11,18,18,108,0.07,0.08,0.06,0.16,0.09,0.14,0.15,0.90
37255,shoeless,j,202,0.20,0.07,0.00,0.00,0.87,16,10,17,10,72,34,29,14,0.13,0.08,0.13,0.08,0.61,0.27,0.24,0.12
37265,impulsiveness,n,202,0.20,0.04,0.00,0.00,0.88,14,16,10,9,37,45,23,48,0.11,0.12,0.08,0.07,0.31,0.36,0.19,0.40
37275,german-born,j,202,0.20,1.00,0.00,186.00,0.85,4,25,1,10,7,67,53,35,0.03,0.19,0.01,0.08,0.06,0.53,0.44,0.29
37285,spitball,n,202,0.20,0.02,0.00,0.00,0.87,9,5,43,19,55,37,33,1,0.07,0.04,0.34,0.15,0.46,0.29,0.27,0.01
37295,blow-dry,v,202,0.20,0.15,0.00,0.00,0.72,3,2,18,7,15,147,9,1,0.02,0.02,0.14,0.06,0.13,1.17,0.07,0.01
37305,organza,n,201,0.20,0.02,0.00,0.00,0.80,4,9,15,14,34,80,39,6,0.03,0.07,0.12,0.11,0.29,0.63,0.32,0.05
37315,one-by-one,m,201,0.20,0.07,0.00,0.00,0.89,48,50,12,16,28,14,17,16,0.39,0.39,0.09,0.13,0.24,0.11,0.14,0.13
37325,self-contradictory,j,201,0.20,0.02,0.00,0.00,0.82,57,43,0,2,6,16,7,70,0.46,0.33,0.00,0.02,0.05,0.13,0.06,0.58
37335,halfcourt,n,201,0.20,0.00,0.00,0.00,0.81,31,22,8,2,8,55,75,0,0.25,0.17,0.06,0.02,0.07,0.44,0.62,0.00
37345,understudied,j,201,0.20,0.00,0.00,0.00,0.73,8,9,5,8,3,17,9,142,0.06,0.07,0.04,0.06,0.03,0.13,0.07,1.19
37355,robocall,n,201,0.20,0.00,0.00,0.00,0.70,32,42,11,20,0,54,38,4,0.26,0.33,0.09,0.16,0.00,0.43,0.31,0.03
37365,disused,j,201,0.20,0.04,0.04,0.00,0.84,25,25,3,6,86,26,11,19,0.20,0.19,0.02,0.05,0.73,0.21,0.09,0.16
37375,dross,n,200,0.20,0.01,0.00,0.00,0.87,47,51,5,1,41,24,9,22,0.38,0.40,0.04,0.01,0.35,0.19,0.07,0.18
37385,wahhabi,j,200,0.20,1.00,0.00,0.00,0.79,28,37,2,3,0,60,32,38,0.23,0.29,0.02,0.02,0.00,0.48,0.26,0.32
37395,elastomer,n,200,0.20,0.06,0.00,0.00,0.59,1,2,3,0,0,134,4,56,0.01,0.02,0.02,0.00,0.00,1.06,0.03,0.47
37405,thiamine,n,200,0.20,0.03,0.00,0.00,-0.09,19,133,7,0,0,31,1,9,0.15,1.03,0.05,0.00,0.00,0.25,0.01,0.08
37415,four-thirty,m,200,0.20,0.11,0.01,0.00,0.74,2,4,6,7,170,8,0,3,0.02,0.03,0.05,0.06,1.44,0.06,0.00,0.03
37425,bookend,v,200,0.20,0.08,0.01,0.00,0.86,27,29,2,15,22,51,38,16,0.22,0.23,0.02,0.12,0.19,0.40,0.31,0.13
37435,discretely,r,199,0.20,0.04,0.00,0.00,0.88,38,35,14,11,31,22,9,39,0.31,0.27,0.11,0.09,0.26,0.17,0.07,0.33
37445,clear-cutting,n,199,0.20,0.11,0.01,0.00,0.73,1,2,1,2,6,107,54,26,0.01,0.02,0.01,0.02,0.05,0.85,0.44,0.22
37455,verger,n,199,0.20,0.81,0.60,0.00,-0.31,1,7,1,0,184,2,2,2,0.01,0.05,0.01,0.00,1.56,0.02,0.02,0.02
37465,self-instruction,n,199,0.20,0.03,0.00,0.00,0.24,1,1,0,0,1,1,2,193,0.01,0.01,0.00,0.00,0.01,0.01,0.02,1.61
37475,two-seater,n,199,0.20,0.01,0.01,0.00,0.82,10,3,10,9,41,53,71,2,0.08,0.02,0.08,0.07,0.35,0.42,0.58,0.02
37485,lamina,n,199,0.20,0.01,0.00,0.00,0.66,5,54,4,2,5,4,2,123,0.04,0.42,0.03,0.02,0.04,0.03,0.02,1.03
37495,cogently,r,199,0.20,0.00,0.00,0.00,0.85,27,40,0,5,12,16,9,90,0.22,0.31,0.00,0.04,0.10,0.13,0.07,0.75
37505,skincare,n,199,0.20,0.09,0.01,0.00,0.77,51,22,3,10,4,98,8,3,0.41,0.17,0.02,0.08,0.03,0.78,0.07,0.03
37515,do-it-yourselfer,n,198,0.20,0.08,0.00,0.00,0.83,11,14,3,11,4,92,53,10,0.09,0.11,0.02,0.09,0.03,0.73,0.44,0.08
37525,to-go,j,198,0.20,0.00,0.00,0.00,0.84,25,13,48,3,29,23,57,0,0.20,0.10,0.37,0.02,0.25,0.18,0.47,0.00
37535,fixer-upper,n,198,0.20,0.04,0.01,0.00,0.86,9,5,40,9,29,49,54,1,0.07,0.04,0.31,0.07,0.25,0.39,0.44,0.01
37545,hands-down,j,198,0.20,0.00,0.00,0.00,0.85,30,25,6,9,8,78,38,4,0.24,0.19,0.05,0.07,0.07,0.62,0.31,0.03
37555,stevia,n,198,0.20,0.12,0.00,0.00,0.66,38,35,7,0,8,85,17,8,0.31,0.27,0.05,0.00,0.07,0.67,0.14,0.07
37565,oarsman,n,198,0.20,0.07,0.02,0.00,0.68,3,21,5,2,84,49,6,28,0.02,0.16,0.04,0.02,0.71,0.39,0.05,0.23
37575,dichotomize,v,197,0.20,0.01,0.00,0.00,0.66,3,9,1,3,0,2,2,177,0.02,0.07,0.01,0.02,0.00,0.02,0.02,1.48
37585,star-forming,j,197,0.20,0.00,0.00,0.00,0.75,3,16,0,1,1,136,2,38,0.02,0.12,0.00,0.01,0.01,1.08,0.02,0.32
37595,misleadingly,r,197,0.20,0.01,0.00,0.00,0.87,34,34,0,8,9,44,19,49,0.27,0.26,0.00,0.06,0.08,0.35,0.16,0.41
37605,integrally,r,197,0.20,0.04,0.00,0.00,0.82,16,32,2,7,4,30,13,93,0.13,0.25,0.02,0.06,0.03,0.24,0.11,0.78
37615,twee,j,197,0.20,0.34,0.00,0.00,0.53,24,19,31,5,63,35,18,2,0.19,0.15,0.24,0.04,0.53,0.28,0.15,0.02
37625,weight-bearing,j,197,0.20,0.06,0.00,0.00,0.77,5,11,2,15,7,82,14,61,0.04,0.09,0.02,0.12,0.06,0.65,0.11,0.51
37635,anodyne,j,197,0.20,0.07,0.00,0.00,0.88,35,21,17,10,23,48,16,27,0.28,0.16,0.13,0.08,0.19,0.38,0.13,0.23
37645,arpeggio,n,197,0.20,0.00,0.00,0.00,0.81,8,14,11,17,53,29,6,59,0.06,0.11,0.09,0.13,0.45,0.23,0.05,0.49
37655,niqab,n,197,0.20,0.00,0.00,0.00,0.30,10,14,2,7,4,10,32,118,0.08,0.11,0.02,0.06,0.03,0.08,0.26,0.99
37665,rickets,n,196,0.20,0.07,0.00,0.00,0.84,19,31,22,10,23,42,18,31,0.15,0.24,0.17,0.08,0.19,0.33,0.15,0.26
37675,sub-discipline,n,196,0.20,0.00,0.00,0.00,0.73,12,26,0,2,3,14,1,138,0.10,0.20,0.00,0.02,0.03,0.11,0.01,1.15
37685,interferometry,n,196,0.20,0.19,0.00,0.00,0.69,6,9,4,1,3,82,5,86,0.05,0.07,0.03,0.01,0.03,0.65,0.04,0.72
37695,brickwork,n,196,0.20,0.09,0.02,0.00,0.87,14,11,17,4,68,41,21,20,0.11,0.09,0.13,0.03,0.57,0.33,0.17,0.17
37705,cartoony,j,196,0.20,0.02,0.00,161.00,0.85,50,51,15,8,18,30,21,3,0.40,0.40,0.12,0.06,0.15,0.24,0.17,0.03
37715,non-interference,n,195,0.20,0.02,0.00,0.00,0.81,16,22,7,11,7,13,16,103,0.13,0.17,0.05,0.09,0.06,0.10,0.13,0.86
37725,mined,j,195,0.20,0.07,0.01,0.00,0.85,38,20,2,5,38,49,16,27,0.31,0.16,0.02,0.04,0.32,0.39,0.13,0.23
37735,gerontologist,n,195,0.20,0.39,0.00,0.00,0.72,3,8,1,17,3,54,23,86,0.02,0.06,0.01,0.13,0.03,0.43,0.19,0.72
37745,hosiery,n,195,0.20,0.15,0.00,0.00,0.82,10,19,9,17,24,70,27,19,0.08,0.15,0.07,0.13,0.20,0.56,0.22,0.16
37755,largo,n,195,0.20,0.52,0.00,0.00,0.81,14,7,23,5,37,20,38,51,0.11,0.05,0.18,0.04,0.31,0.16,0.31,0.43
37765,cluelessness,n,195,0.20,0.00,0.00,0.00,0.85,69,55,5,5,16,26,14,5,0.56,0.43,0.04,0.04,0.14,0.21,0.11,0.04
37775,assimilationist,n,194,0.20,0.01,0.00,0.00,0.69,6,7,3,0,3,11,10,154,0.05,0.05,0.02,0.00,0.03,0.09,0.08,1.29
37785,bauxite,n,194,0.20,0.07,0.00,0.00,0.62,22,7,19,2,11,42,9,82,0.18,0.05,0.15,0.02,0.09,0.33,0.07,0.68
37795,well-qualified,j,194,0.20,0.00,0.00,0.00,0.87,28,26,3,36,0,14,50,37,0.23,0.20,0.02,0.29,0.00,0.11,0.41,0.31
37805,grayness,n,194,0.20,0.01,0.00,0.00,0.76,5,14,1,1,122,30,11,10,0.04,0.11,0.01,0.01,1.03,0.24,0.09,0.08
37815,prolongation,n,194,0.20,0.05,0.00,0.00,0.79,9,28,2,12,6,16,5,116,0.07,0.22,0.02,0.10,0.05,0.13,0.04,0.97
37825,heartsick,j,194,0.20,0.05,0.00,0.00,0.87,19,14,18,28,62,27,21,5,0.15,0.11,0.14,0.22,0.52,0.21,0.17,0.04
37835,racking,n,194,0.20,0.05,0.02,0.00,0.87,40,22,11,15,59,30,14,3,0.32,0.17,0.09,0.12,0.50,0.24,0.11,0.03
37845,cat-and-mouse,j,194,0.20,0.01,0.00,0.00,0.88,19,14,6,34,13,38,58,12,0.15,0.11,0.05,0.27,0.11,0.30,0.48,0.10
37855,panic-stricken,j,193,0.19,0.08,0.02,0.00,0.86,14,20,8,15,75,31,18,12,0.11,0.16,0.06,0.12,0.63,0.25,0.15,0.10
37865,strappy,j,193,0.19,0.05,0.01,0.00,0.83,17,4,18,16,50,68,20,0,0.14,0.03,0.14,0.13,0.42,0.54,0.16,0.00
37875,medina,n,193,0.19,0.55,0.04,0.00,0.82,16,14,24,3,31,23,47,35,0.13,0.11,0.19,0.02,0.26,0.18,0.39,0.29
37885,kabob,n,193,0.19,0.09,0.04,0.00,0.79,10,8,38,7,24,77,28,1,0.08,0.06,0.30,0.06,0.20,0.61,0.23,0.01
37895,supermax,n,193,0.19,0.20,0.00,0.00,0.76,15,24,30,40,5,29,33,17,0.12,0.19,0.23,0.32,0.04,0.23,0.27,0.14
37905,anion,n,193,0.19,0.01,0.00,0.00,0.56,6,41,4,0,2,17,0,123,0.05,0.32,0.03,0.00,0.02,0.13,0.00,1.03
37915,acceptably,r,193,0.19,0.01,0.00,0.00,0.86,31,36,0,3,16,38,10,59,0.25,0.28,0.00,0.02,0.14,0.30,0.08,0.49
37925,assistantship,n,192,0.19,0.03,0.00,0.00,0.70,9,22,1,0,30,7,12,111,0.07,0.17,0.01,0.00,0.25,0.06,0.10,0.93
37935,rhapsodize,v,192,0.19,0.00,0.00,0.00,0.87,11,12,4,11,32,62,40,20,0.09,0.09,0.03,0.09,0.27,0.49,0.33,0.17
37945,leash,v,192,0.19,0.07,0.00,0.00,0.85,34,30,14,4,52,26,23,8,0.27,0.23,0.11,0.03,0.44,0.21,0.19,0.07
37955,hatchway,n,192,0.19,0.04,0.04,0.00,0.68,2,14,7,3,155,7,1,3,0.02,0.11,0.05,0.02,1.31,0.06,0.01,0.03
37965,giggling,n,192,0.19,0.03,0.01,0.00,0.83,23,19,31,5,82,19,9,4,0.19,0.15,0.24,0.04,0.69,0.15,0.07,0.03
37975,spur-of-the-moment,j,192,0.19,0.03,0.00,0.00,0.88,17,11,28,16,26,48,39,7,0.14,0.09,0.22,0.13,0.22,0.38,0.32,0.06
37985,no-trade,j,192,0.19,0.00,0.00,0.00,0.76,40,27,0,0,0,23,101,1,0.32,0.21,0.00,0.00,0.00,0.18,0.83,0.01
37995,reportable,j,192,0.19,0.02,0.00,0.00,0.82,16,54,2,10,7,15,35,53,0.13,0.42,0.02,0.08,0.06,0.12,0.29,0.44
38005,meander,n,191,0.19,0.07,0.02,0.00,0.83,19,21,3,2,26,55,30,35,0.15,0.16,0.02,0.02,0.22,0.44,0.25,0.29
38015,theophany,n,191,0.19,0.04,0.01,0.00,0.23,5,107,0,1,1,7,0,70,0.04,0.83,0.00,0.01,0.01,0.06,0.00,0.58
38025,surrealist,n,191,0.19,0.62,0.00,0.00,0.82,16,10,8,4,19,49,40,45,0.13,0.08,0.06,0.03,0.16,0.39,0.33,0.38
38035,batik,n,191,0.19,0.07,0.00,0.00,0.80,12,4,3,1,56,60,43,12,0.10,0.03,0.02,0.01,0.47,0.48,0.35,0.10
38045,man-eater,n,191,0.19,0.11,0.01,0.00,0.79,4,3,61,3,42,53,9,16,0.03,0.02,0.48,0.02,0.35,0.42,0.07,0.13
38055,skirting,n,190,0.19,0.08,0.01,0.00,0.87,22,24,6,9,61,25,29,14,0.18,0.19,0.05,0.07,0.52,0.20,0.24,0.12
38065,gather,n,190,0.19,0.23,0.00,0.00,0.86,15,15,72,19,30,22,9,8,0.12,0.12,0.56,0.15,0.25,0.17,0.07,0.07
38075,esthetics,n,190,0.19,0.03,0.00,0.00,0.73,14,14,1,5,10,38,23,85,0.11,0.11,0.01,0.04,0.08,0.30,0.19,0.71
38085,parsing,n,190,0.19,0.01,0.01,0.00,0.81,44,41,2,17,6,16,9,55,0.35,0.32,0.02,0.13,0.05,0.13,0.07,0.46
38095,daikon,n,190,0.19,0.05,0.00,0.00,0.76,10,5,3,1,12,64,94,1,0.08,0.04,0.02,0.01,0.10,0.51,0.77,0.01
38105,overindulge,v,190,0.19,0.01,0.00,0.00,0.85,25,21,12,4,23,76,24,5,0.20,0.16,0.09,0.03,0.19,0.60,0.20,0.04
38115,ob-gyn,n,189,0.19,0.01,0.00,0.00,0.75,10,15,22,11,21,85,23,2,0.08,0.12,0.17,0.09,0.18,0.67,0.19,0.02
38125,ptolemaic,j,189,0.19,0.99,0.00,0.00,0.75,16,34,2,2,26,37,3,69,0.13,0.26,0.02,0.02,0.22,0.29,0.02,0.58
38135,proliferative,j,189,0.19,0.01,0.01,0.00,0.60,6,44,0,0,0,16,1,122,0.05,0.34,0.00,0.00,0.00,0.13,0.01,1.02
38145,savor,n,189,0.19,0.11,0.00,0.00,0.87,18,41,8,7,44,39,21,11,0.14,0.32,0.06,0.06,0.37,0.31,0.17,0.09
38155,elision,n,189,0.19,0.12,0.01,0.00,0.72,11,20,0,2,15,17,2,122,0.09,0.16,0.00,0.02,0.13,0.13,0.02,1.02
38165,ad-lib,v,189,0.19,0.08,0.02,0.00,0.86,17,22,23,37,31,24,33,2,0.14,0.17,0.18,0.29,0.26,0.19,0.27,0.02
38175,acquisitive,j,188,0.19,0.01,0.00,0.00,0.86,8,9,4,5,33,50,23,56,0.06,0.07,0.03,0.04,0.28,0.40,0.19,0.47
38185,begotten,j,188,0.19,0.01,0.00,0.00,0.84,46,73,25,8,21,5,1,9,0.37,0.57,0.20,0.06,0.18,0.04,0.01,0.08
38195,washingtonian,j,188,0.19,1.00,0.01,0.00,0.83,13,30,1,19,5,33,76,12,0.10,0.23,0.01,0.15,0.04,0.26,0.62,0.10
38205,windows-based,j,188,0.19,1.00,0.00,163.00,0.81,30,26,0,2,0,74,21,35,0.24,0.20,0.00,0.02,0.00,0.59,0.17,0.29
38215,protozoan,n,188,0.19,0.03,0.00,0.00,0.70,4,14,4,3,7,78,3,75,0.03,0.11,0.03,0.02,0.06,0.62,0.02,0.63
38225,radiologic,j,188,0.19,0.19,0.01,0.00,0.59,6,8,2,2,1,6,17,146,0.05,0.06,0.02,0.02,0.01,0.05,0.14,1.22
38235,calender,n,187,0.19,0.13,0.00,0.00,0.82,59,56,5,20,5,8,16,18,0.47,0.44,0.04,0.16,0.04,0.06,0.13,0.15
38245,child-friendly,j,187,0.19,0.03,0.00,0.00,0.77,11,25,1,11,2,60,49,27,0.09,0.19,0.01,0.09,0.02,0.48,0.40,0.23
38255,psychophysical,j,187,0.19,0.07,0.01,0.00,0.64,7,29,0,4,0,6,1,140,0.06,0.23,0.00,0.03,0.00,0.05,0.01,1.17
38265,scofflaw,n,187,0.19,0.03,0.00,0.00,0.86,23,28,12,11,11,24,70,8,0.19,0.22,0.09,0.09,0.09,0.19,0.57,0.07
38275,weight-lifter,n,187,0.19,0.02,0.01,0.00,0.88,29,24,14,8,38,25,39,10,0.23,0.19,0.11,0.06,0.32,0.20,0.32,0.08
38285,amoxicillin,n,187,0.19,0.09,0.00,0.00,0.57,13,56,15,12,2,32,4,53,0.10,0.44,0.12,0.10,0.02,0.25,0.03,0.44
38295,airspeed,n,187,0.19,0.00,0.00,0.00,0.74,39,12,20,13,36,54,9,4,0.31,0.09,0.16,0.10,0.30,0.43,0.07,0.03
38305,neuroma,n,186,0.19,0.02,0.00,0.00,0.47,20,3,12,3,8,8,10,122,0.16,0.02,0.09,0.02,0.07,0.06,0.08,1.02
38315,madonna,n,186,0.19,0.00,0.00,0.00,0.76,34,21,23,4,70,11,11,12,0.27,0.16,0.18,0.03,0.59,0.09,0.09,0.10
38325,tommy,j,186,0.19,0.00,0.00,0.00,0.59,13,9,110,1,35,11,7,0,0.10,0.07,0.86,0.01,0.30,0.09,0.06,0.00
38335,schoolkid,n,186,0.19,0.07,0.02,178.00,0.90,24,14,9,17,25,52,39,6,0.19,0.11,0.07,0.13,0.21,0.41,0.32,0.05
38345,cud,n,186,0.19,0.00,0.00,0.00,0.84,23,28,14,2,75,21,9,14,0.19,0.22,0.11,0.02,0.63,0.17,0.07,0.12
38355,healthfully,r,186,0.19,0.00,0.00,0.00,0.81,20,24,3,20,1,89,21,8,0.16,0.19,0.02,0.16,0.01,0.71,0.17,0.07
38365,deltoid,n,186,0.19,0.02,0.01,0.00,0.63,5,9,20,1,29,57,8,57,0.04,0.07,0.16,0.01,0.25,0.45,0.07,0.48
38375,breathability,n,185,0.19,0.05,0.00,0.00,0.59,3,7,1,1,0,170,3,0,0.02,0.05,0.01,0.01,0.00,1.35,0.02,0.00
38385,covetousness,n,185,0.19,0.08,0.00,0.00,0.77,26,109,1,2,14,8,4,21,0.21,0.85,0.01,0.02,0.12,0.06,0.03,0.18
38395,koranic,j,185,0.19,1.00,0.01,0.00,0.76,24,16,0,9,9,48,38,41,0.19,0.12,0.00,0.07,0.08,0.38,0.31,0.34
38405,urinalysis,n,185,0.19,0.08,0.00,0.00,0.82,6,29,27,10,4,35,21,53,0.05,0.23,0.21,0.08,0.03,0.28,0.17,0.44
38415,limpid,j,185,0.19,0.01,0.00,0.00,0.83,5,13,3,3,91,28,26,16,0.04,0.10,0.02,0.02,0.77,0.22,0.21,0.13
38425,multifarious,j,185,0.19,0.01,0.00,0.00,0.83,12,27,3,2,16,28,12,85,0.10,0.21,0.02,0.02,0.14,0.22,0.10,0.71
38435,malathion,n,185,0.19,0.23,0.00,0.00,0.52,0,12,18,37,6,25,15,72,0.00,0.09,0.14,0.29,0.05,0.20,0.12,0.60
38445,petulance,n,184,0.19,0.05,0.00,0.00,0.87,28,19,8,11,63,27,23,5,0.23,0.15,0.06,0.09,0.53,0.21,0.19,0.04
38455,surcharge,v,184,0.19,0.05,0.00,0.00,0.69,16,42,2,7,1,38,56,22,0.13,0.33,0.02,0.06,0.01,0.30,0.46,0.18
38465,whinny,n,184,0.19,0.02,0.02,0.00,0.82,10,9,31,3,108,16,6,1,0.08,0.07,0.24,0.02,0.91,0.13,0.05,0.01
38475,teardown,n,184,0.19,0.01,0.00,0.00,0.79,54,27,12,2,11,33,36,9,0.43,0.21,0.09,0.02,0.09,0.26,0.30,0.08
38485,writhing,j,184,0.19,0.01,0.01,0.00,0.81,4,10,7,3,124,17,10,9,0.03,0.08,0.05,0.02,1.05,0.13,0.08,0.08
38495,overfishing,n,184,0.19,0.04,0.00,0.00,0.83,11,24,6,6,0,45,16,76,0.09,0.19,0.05,0.05,0.00,0.36,0.13,0.63
38505,overwork,n,183,0.18,0.02,0.00,0.00,0.87,23,18,11,16,34,35,25,21,0.19,0.14,0.09,0.13,0.29,0.28,0.21,0.18
38515,high-crime,j,183,0.18,0.00,0.00,0.00,0.85,10,9,4,23,10,31,82,14,0.08,0.07,0.03,0.18,0.08,0.25,0.67,0.12
38525,temperamentally,r,183,0.18,0.06,0.00,0.00,0.82,16,19,2,25,18,47,23,33,0.13,0.15,0.02,0.20,0.15,0.37,0.19,0.28
38535,wilful,j,183,0.18,0.05,0.00,0.00,0.84,48,80,12,2,13,8,1,19,0.39,0.62,0.09,0.02,0.11,0.06,0.01,0.16
38545,enforceability,n,183,0.18,0.02,0.01,0.00,0.56,16,19,0,11,0,3,9,125,0.13,0.15,0.00,0.09,0.00,0.02,0.07,1.04
38555,mumbo-jumbo,n,183,0.18,0.02,0.00,0.00,0.89,49,26,36,10,32,9,17,4,0.39,0.20,0.28,0.08,0.27,0.07,0.14,0.03
38565,air-to-air,j,183,0.18,0.03,0.01,0.00,0.77,9,14,19,26,10,43,45,17,0.07,0.11,0.15,0.21,0.08,0.34,0.37,0.14
38575,nine-tenths,m,182,0.18,0.07,0.00,0.00,0.87,11,21,16,23,35,20,23,33,0.09,0.16,0.12,0.18,0.30,0.16,0.19,0.28
38585,emergent,n,182,0.18,0.08,0.01,0.00,0.80,22,19,1,3,14,16,4,103,0.18,0.15,0.01,0.02,0.12,0.13,0.03,0.86
